iter	Logloss	Accuracy	Recall	Precision
52	0.005045971621	0.9989057915	0.9977338537	0.9967043882
53	0.00499678366	0.9989244829	0.9978057949	0.9967276479
54	0.004899727908	0.9989406485	0.9978109335	0.9968044148
55	0.00482678543	0.9989462055	0.9978391961	0.996804505
56	0.004735754046	0.9989532779	0.9978674587	0.9968122704
57	0.004630537796	0.998988135	0.9979907864	0.9968663864
58	0.004581123408	0.999008342	0.9980781435	0.9968820091
59	0.00453633986	0.9990118782	0.9981012674	0.9968769647
60	0.00451594422	0.9990174351	0.9981012674	0.9969051053
61	0.004494650944	0.9990189506	0.9981089754	0.9969051291
62	0.004487405655	0.9990204661	0.9981115448	0.9969102536
63	0.004448256451	0.9990356214	0.9981834859	0.9969155919
64	0.004422510163	0.9990351162	0.9981860552	0.9969104836
65	0.004389256816	0.9990356214	0.9981937632	0.9969053912
66	0.004374740169	0.9990391576	0.9982066099	0.996910547
67	0.004353506735	0.9990442094	0.9982271645	0.9969157265
68	0.004286533575	0.9990553232	0.9982991056	0.9969006011
69	0.004261142428	0.9990780561	0.9984070173	0.9969086077
70	0.004221201246	0.9990800768	0.9984301413	0.9968958918
71	0.004198240429	0.9990810871	0.9984378493	0.9968933583
72	0.004170270009	0.9990810871	0.9984404186	0.9968908089
73	0.004153850802	0.9990826026	0.9984455572	0.9968933822
74	0.00411328915	0.9990851285	0.9984481266	0.9969036197
75	0.004073599951	0.9990992734	0.9984558346	0.9969675824
76	0.004052051033	0.9991007889	0.9984584039	0.9969727056
77	0.004047907986	0.9991007889	0.9984584039	0.9969727056
78	0.004006917206	0.9991012941	0.9984352799	0.9969982143
79	0.003994844271	0.9991028096	0.9984481266	0.9969931371
80	0.003985963954	0.9991043252	0.9984532652	0.9969957104
81	0.00396598138	0.9991108924	0.9984943745	0.9969881604
82	0.003928235525	0.9991225114	0.9985200677	0.9970214884
83	0.003901779441	0.9991260477	0.9985252064	0.9970342929
84	0.003901779441	0.9991260477	0.9985252064	0.9970342929
85	0.003901757012	0.9991260477	0.9985252064	0.9970342929
86	0.003901757012	0.9991260477	0.9985252064	0.9970342929
87	0.003901710924	0.9991260477	0.9985252064	0.9970342929
88	0.003901710924	0.9991260477	0.9985252064	0.9970342929
89	0.003901687963	0.9991260477	0.9985252064	0.9970342929
90	0.00388220785	0.9991275632	0.9985329144	0.9970343157
91	0.003846949684	0.9991305942	0.9985354837	0.9970471128
92	0.003839136398	0.9991321098	0.998538053	0.9970522362
93	0.003807506214	0.999135646	0.9985329144	0.9970752432
94	0.003787395354	0.9991422133	0.9985483303	0.9970931948
95	0.003773842055	0.9991462547	0.998561177	0.9971009064
96	0.003763966486	0.9991447391	0.9985560383	0.9970983334
97	0.003748283325	0.9991497909	0.9985663156	0.997113712
98	0.003733473591	0.9991467598	0.998561177	0.9971034646
99	0.003700722546	0.9991563582	0.9985843009	0.9971291129
100	0.003695048536	0.9991543375	0.9985894396	0.9971137787
101	0.003686940391	0.9991553478	0.9985894396	0.997118895
102	0.003681916399	0.999155853	0.9985894396	0.9971214531
103	0.003681911459	0.999155853	0.9985894396	0.9971214531
104	0.003677010268	0.9991578737	0.9985971475	0.9971240334
105	0.003665069838	0.9991583789	0.9986048555	0.9971189393
106	0.003652538039	0.9991583789	0.9986074248	0.9971163886
107	0.003643636556	0.9991528219	0.9986074248	0.9970882504
108	0.003636424307	0.9991548426	0.9986074248	0.9970984823
109	0.003614868133	0.9991593892	0.9986048555	0.9971240556
110	0.003591366919	0.9991669668	0.9986074248	0.9971598781
111	0.003580102542	0.9991679772	0.9986074248	0.9971649947
112	0.003572649748	0.9991689875	0.9986125635	0.9971650093
113	0.003568789601	0.9991684823	0.9986099942	0.997165002
114	0.003554785744	0.9991684823	0.9986151328	0.9971598999
115	0.003554780056	0.9991684823	0.9986151328	0.9971598999
116	0.0035547745	0.9991684823	0.9986151328	0.9971598999
117	0.003545960418	0.9991684823	0.9986074248	0.9971675531
118	0.003545958216	0.9991684823	0.9986074248	0.9971675531
119	0.003545957434	0.9991684823	0.9986074248	0.9971675531
120	0.003545954311	0.9991684823	0.9986074248	0.9971675531
121	0.00354580937	0.9991684823	0.9986074248	0.9971675531
122	0.003545794375	0.9991694927	0.9986125635	0.9971675676
123	0.003545791388	0.9991694927	0.9986125635	0.9971675676
124	0.00354436826	0.9991699979	0.9986151328	0.9971675749
125	0.003525988918	0.9991720186	0.9986228408	0.997170155
126	0.003524379099	0.9991730289	0.9986279795	0.9971701695
127	0.003507581009	0.9991730289	0.9986254101	0.9971727206
128	0.003507577815	0.9991730289	0.9986254101	0.9971727206
129	0.003507568087	0.9991730289	0.9986254101	0.9971727206
130	0.00350755757	0.9991730289	0.9986254101	0.9971727206
131	0.003507547879	0.9991730289	0.9986254101	0.9971727206
132	0.003507538209	0.9991730289	0.9986254101	0.9971727206
133	0.003507528559	0.9991730289	0.9986254101	0.9971727206
134	0.003507507676	0.9991730289	0.9986254101	0.9971727206
135	0.003507497273	0.9991730289	0.9986254101	0.9971727206
136	0.003507497273	0.9991730289	0.9986254101	0.9971727206
137	0.003507488669	0.9991730289	0.9986254101	0.9971727206
138	0.003507480085	0.9991730289	0.9986254101	0.9971727206
139	0.003507469736	0.9991730289	0.9986254101	0.9971727206
140	0.003507459409	0.9991730289	0.9986254101	0.9971727206
141	0.003507450878	0.9991730289	0.9986254101	0.9971727206
142	0.003507450878	0.9991730289	0.9986254101	0.9971727206
143	0.003507442367	0.9991730289	0.9986254101	0.9971727206
144	0.003507433876	0.9991730289	0.9986254101	0.9971727206
145	0.003507425405	0.9991730289	0.9986254101	0.9971727206
146	0.003507416954	0.9991730289	0.9986254101	0.9971727206
147	0.003507416954	0.9991730289	0.9986254101	0.9971727206
148	0.003507416954	0.9991730289	0.9986254101	0.9971727206
149	0.003507416954	0.9991730289	0.9986254101	0.9971727206
150	0.003507416954	0.9991730289	0.9986254101	0.9971727206
151	0.003507416954	0.9991730289	0.9986254101	0.9971727206
152	0.003507416954	0.9991730289	0.9986254101	0.9971727206
153	0.003507416954	0.9991730289	0.9986254101	0.9971727206
154	0.003507416954	0.9991730289	0.9986254101	0.9971727206
155	0.003507416954	0.9991730289	0.9986254101	0.9971727206
156	0.003507416954	0.9991730289	0.9986254101	0.9971727206
157	0.003507416954	0.9991730289	0.9986254101	0.9971727206
158	0.003507416954	0.9991730289	0.9986254101	0.9971727206
159	0.003507416954	0.9991730289	0.9986254101	0.9971727206
160	0.003507416954	0.9991730289	0.9986254101	0.9971727206
161	0.003507416954	0.9991730289	0.9986254101	0.9971727206
162	0.003507416954	0.9991730289	0.9986254101	0.9971727206
163	0.003507416954	0.9991730289	0.9986254101	0.9971727206
164	0.003507416954	0.9991730289	0.9986254101	0.9971727206
165	0.003507416954	0.9991730289	0.9986254101	0.9971727206
166	0.003507416954	0.9991730289	0.9986254101	0.9971727206
167	0.003507416954	0.9991730289	0.9986254101	0.9971727206
168	0.003507416954	0.9991730289	0.9986254101	0.9971727206
169	0.003507416954	0.9991730289	0.9986254101	0.9971727206
170	0.003507416954	0.9991730289	0.9986254101	0.9971727206
171	0.003507416954	0.9991730289	0.9986254101	0.9971727206
172	0.003507416954	0.9991730289	0.9986254101	0.9971727206
173	0.003507416954	0.9991730289	0.9986254101	0.9971727206
174	0.003507416954	0.9991730289	0.9986254101	0.9971727206
175	0.003507416954	0.9991730289	0.9986254101	0.9971727206
176	0.003507416954	0.9991730289	0.9986254101	0.9971727206
177	0.003507416954	0.9991730289	0.9986254101	0.9971727206
178	0.003507416954	0.9991730289	0.9986254101	0.9971727206
179	0.003507416954	0.9991730289	0.9986254101	0.9971727206
180	0.003507416954	0.9991730289	0.9986254101	0.9971727206
181	0.003507416954	0.9991730289	0.9986254101	0.9971727206
182	0.003507416954	0.9991730289	0.9986254101	0.9971727206
183	0.003507416954	0.9991730289	0.9986254101	0.9971727206
184	0.003507416954	0.9991730289	0.9986254101	0.9971727206
185	0.003507416954	0.9991730289	0.9986254101	0.9971727206
186	0.003507416954	0.9991730289	0.9986254101	0.9971727206
187	0.003507416954	0.9991730289	0.9986254101	0.9971727206
188	0.003507416954	0.9991730289	0.9986254101	0.9971727206
189	0.003507416954	0.9991730289	0.9986254101	0.9971727206
190	0.003507416954	0.9991730289	0.9986254101	0.9971727206
191	0.003507416954	0.9991730289	0.9986254101	0.9971727206
192	0.003507416954	0.9991730289	0.9986254101	0.9971727206
193	0.003507416954	0.9991730289	0.9986254101	0.9971727206
194	0.003507416954	0.9991730289	0.9986254101	0.9971727206
195	0.003507416954	0.9991730289	0.9986254101	0.9971727206
196	0.003507416954	0.9991730289	0.9986254101	0.9971727206
197	0.003507416954	0.9991730289	0.9986254101	0.9971727206
198	0.003507416954	0.9991730289	0.9986254101	0.9971727206
199	0.003507416954	0.9991730289	0.9986254101	0.9971727206
200	0.003507416954	0.9991730289	0.9986254101	0.9971727206
201	0.003507416954	0.9991730289	0.9986254101	0.9971727206
202	0.003507416954	0.9991730289	0.9986254101	0.9971727206
203	0.003507416954	0.9991730289	0.9986254101	0.9971727206
204	0.003507416954	0.9991730289	0.9986254101	0.9971727206
205	0.003507416954	0.9991730289	0.9986254101	0.9971727206
206	0.003507416954	0.9991730289	0.9986254101	0.9971727206
207	0.003507416954	0.9991730289	0.9986254101	0.9971727206
208	0.003507416954	0.9991730289	0.9986254101	0.9971727206
209	0.003507416954	0.9991730289	0.9986254101	0.9971727206
210	0.003507416954	0.9991730289	0.9986254101	0.9971727206
211	0.003507416954	0.9991730289	0.9986254101	0.9971727206
212	0.003507416954	0.9991730289	0.9986254101	0.9971727206
213	0.003507416954	0.9991730289	0.9986254101	0.9971727206
214	0.003507416954	0.9991730289	0.9986254101	0.9971727206
215	0.003507416954	0.9991730289	0.9986254101	0.9971727206
216	0.003507416954	0.9991730289	0.9986254101	0.9971727206
217	0.003507416954	0.9991730289	0.9986254101	0.9971727206
218	0.003507416954	0.9991730289	0.9986254101	0.9971727206
219	0.003507416954	0.9991730289	0.9986254101	0.9971727206
220	0.003507416954	0.9991730289	0.9986254101	0.9971727206
221	0.003507416954	0.9991730289	0.9986254101	0.9971727206
222	0.003507416954	0.9991730289	0.9986254101	0.9971727206
223	0.003507416954	0.9991730289	0.9986254101	0.9971727206
224	0.003507416954	0.9991730289	0.9986254101	0.9971727206
225	0.003507416954	0.9991730289	0.9986254101	0.9971727206
226	0.003507416954	0.9991730289	0.9986254101	0.9971727206
227	0.003507416954	0.9991730289	0.9986254101	0.9971727206
228	0.003507416954	0.9991730289	0.9986254101	0.9971727206
229	0.003507416954	0.9991730289	0.9986254101	0.9971727206
230	0.003507416954	0.9991730289	0.9986254101	0.9971727206
231	0.003507416954	0.9991730289	0.9986254101	0.9971727206
232	0.003507416954	0.9991730289	0.9986254101	0.9971727206
233	0.003507416954	0.9991730289	0.9986254101	0.9971727206
234	0.003507416954	0.9991730289	0.9986254101	0.9971727206
235	0.003507416954	0.9991730289	0.9986254101	0.9971727206
236	0.003507416954	0.9991730289	0.9986254101	0.9971727206
237	0.003507416954	0.9991730289	0.9986254101	0.9971727206
238	0.003507416954	0.9991730289	0.9986254101	0.9971727206
239	0.003507416954	0.9991730289	0.9986254101	0.9971727206
240	0.003507416954	0.9991730289	0.9986254101	0.9971727206
241	0.003507416954	0.9991730289	0.9986254101	0.9971727206
242	0.003507416954	0.9991730289	0.9986254101	0.9971727206
243	0.003507416954	0.9991730289	0.9986254101	0.9971727206
244	0.003507416954	0.9991730289	0.9986254101	0.9971727206
245	0.003507416954	0.9991730289	0.9986254101	0.9971727206
246	0.003507416954	0.9991730289	0.9986254101	0.9971727206
247	0.003507416954	0.9991730289	0.9986254101	0.9971727206
248	0.003507416954	0.9991730289	0.9986254101	0.9971727206
249	0.003507416954	0.9991730289	0.9986254101	0.9971727206
250	0.003507416954	0.9991730289	0.9986254101	0.9971727206
251	0.003507416954	0.9991730289	0.9986254101	0.9971727206
252	0.003507416954	0.9991730289	0.9986254101	0.9971727206
253	0.003507416954	0.9991730289	0.9986254101	0.9971727206
254	0.003507416954	0.9991730289	0.9986254101	0.9971727206
255	0.003507416954	0.9991730289	0.9986254101	0.9971727206
256	0.003507416954	0.9991730289	0.9986254101	0.9971727206
257	0.003507416954	0.9991730289	0.9986254101	0.9971727206
258	0.003507416954	0.9991730289	0.9986254101	0.9971727206
259	0.003507416954	0.9991730289	0.9986254101	0.9971727206
260	0.003507416954	0.9991730289	0.9986254101	0.9971727206
261	0.003507416954	0.9991730289	0.9986254101	0.9971727206
262	0.003507416954	0.9991730289	0.9986254101	0.9971727206
263	0.003507416954	0.9991730289	0.9986254101	0.9971727206
264	0.003507416954	0.9991730289	0.9986254101	0.9971727206
265	0.003507416954	0.9991730289	0.9986254101	0.9971727206
266	0.003507416954	0.9991730289	0.9986254101	0.9971727206
267	0.003507416954	0.9991730289	0.9986254101	0.9971727206
268	0.003507416954	0.9991730289	0.9986254101	0.9971727206
269	0.003507416954	0.9991730289	0.9986254101	0.9971727206
270	0.003507416954	0.9991730289	0.9986254101	0.9971727206
271	0.003507416954	0.9991730289	0.9986254101	0.9971727206
272	0.003507416954	0.9991730289	0.9986254101	0.9971727206
273	0.003507416954	0.9991730289	0.9986254101	0.9971727206
274	0.003507416954	0.9991730289	0.9986254101	0.9971727206
275	0.003507416954	0.9991730289	0.9986254101	0.9971727206
276	0.003507416954	0.9991730289	0.9986254101	0.9971727206
277	0.003507416954	0.9991730289	0.9986254101	0.9971727206
278	0.003507416954	0.9991730289	0.9986254101	0.9971727206
279	0.003507416954	0.9991730289	0.9986254101	0.9971727206
280	0.003507416954	0.9991730289	0.9986254101	0.9971727206
281	0.003507416954	0.9991730289	0.9986254101	0.9971727206
282	0.003507416954	0.9991730289	0.9986254101	0.9971727206
283	0.003507416954	0.9991730289	0.9986254101	0.9971727206
284	0.003507416954	0.9991730289	0.9986254101	0.9971727206
285	0.003507416954	0.9991730289	0.9986254101	0.9971727206
286	0.003507416954	0.9991730289	0.9986254101	0.9971727206
287	0.003507416954	0.9991730289	0.9986254101	0.9971727206
288	0.003507416954	0.9991730289	0.9986254101	0.9971727206
289	0.003507416954	0.9991730289	0.9986254101	0.9971727206
290	0.003507416954	0.9991730289	0.9986254101	0.9971727206
291	0.003507416954	0.9991730289	0.9986254101	0.9971727206
292	0.003507416954	0.9991730289	0.9986254101	0.9971727206
293	0.003507416954	0.9991730289	0.9986254101	0.9971727206
294	0.003507416954	0.9991730289	0.9986254101	0.9971727206
295	0.003507416954	0.9991730289	0.9986254101	0.9971727206
296	0.003507416954	0.9991730289	0.9986254101	0.9971727206
297	0.003507416954	0.9991730289	0.9986254101	0.9971727206
298	0.003507416954	0.9991730289	0.9986254101	0.9971727206
299	0.003507416954	0.9991730289	0.9986254101	0.9971727206
300	0.003507416954	0.9991730289	0.9986254101	0.9971727206
301	0.003507416954	0.9991730289	0.9986254101	0.9971727206
302	0.003507416954	0.9991730289	0.9986254101	0.9971727206
303	0.003507416954	0.9991730289	0.9986254101	0.9971727206
304	0.003507416954	0.9991730289	0.9986254101	0.9971727206
305	0.003507416954	0.9991730289	0.9986254101	0.9971727206
306	0.003507416954	0.9991730289	0.9986254101	0.9971727206
307	0.003507416954	0.9991730289	0.9986254101	0.9971727206
308	0.003507416954	0.9991730289	0.9986254101	0.9971727206
309	0.003507416954	0.9991730289	0.9986254101	0.9971727206
310	0.003507416954	0.9991730289	0.9986254101	0.9971727206
311	0.003507416954	0.9991730289	0.9986254101	0.9971727206
312	0.003507416954	0.9991730289	0.9986254101	0.9971727206
313	0.003507416954	0.9991730289	0.9986254101	0.9971727206
314	0.003507416954	0.9991730289	0.9986254101	0.9971727206
315	0.003507416954	0.9991730289	0.9986254101	0.9971727206
316	0.003507416954	0.9991730289	0.9986254101	0.9971727206
317	0.003507416954	0.9991730289	0.9986254101	0.9971727206
318	0.003507416954	0.9991730289	0.9986254101	0.9971727206
319	0.003507416954	0.9991730289	0.9986254101	0.9971727206
320	0.003507416954	0.9991730289	0.9986254101	0.9971727206
321	0.003507416954	0.9991730289	0.9986254101	0.9971727206
322	0.003507416954	0.9991730289	0.9986254101	0.9971727206
323	0.003507416954	0.9991730289	0.9986254101	0.9971727206
324	0.003507416954	0.9991730289	0.9986254101	0.9971727206
325	0.003507416954	0.9991730289	0.9986254101	0.9971727206
326	0.003507416954	0.9991730289	0.9986254101	0.9971727206
327	0.003507416954	0.9991730289	0.9986254101	0.9971727206
328	0.003507416954	0.9991730289	0.9986254101	0.9971727206
329	0.003507416954	0.9991730289	0.9986254101	0.9971727206
330	0.003507416954	0.9991730289	0.9986254101	0.9971727206
331	0.003507416954	0.9991730289	0.9986254101	0.9971727206
332	0.003507416954	0.9991730289	0.9986254101	0.9971727206
333	0.003507416954	0.9991730289	0.9986254101	0.9971727206
334	0.003507416954	0.9991730289	0.9986254101	0.9971727206
335	0.003507416954	0.9991730289	0.9986254101	0.9971727206
336	0.003507416954	0.9991730289	0.9986254101	0.9971727206
337	0.003507416954	0.9991730289	0.9986254101	0.9971727206
338	0.003507416954	0.9991730289	0.9986254101	0.9971727206
339	0.003507416954	0.9991730289	0.9986254101	0.9971727206
340	0.003507416954	0.9991730289	0.9986254101	0.9971727206
341	0.003507416954	0.9991730289	0.9986254101	0.9971727206
342	0.003507416954	0.9991730289	0.9986254101	0.9971727206
343	0.003507416954	0.9991730289	0.9986254101	0.9971727206
344	0.003507416954	0.9991730289	0.9986254101	0.9971727206
345	0.003507416954	0.9991730289	0.9986254101	0.9971727206
346	0.003507416954	0.9991730289	0.9986254101	0.9971727206
347	0.003507416954	0.9991730289	0.9986254101	0.9971727206
348	0.003507416954	0.9991730289	0.9986254101	0.9971727206
349	0.003507416954	0.9991730289	0.9986254101	0.9971727206
350	0.003507416954	0.9991730289	0.9986254101	0.9971727206
351	0.003507416954	0.9991730289	0.9986254101	0.9971727206
352	0.003507416954	0.9991730289	0.9986254101	0.9971727206
353	0.003507416954	0.9991730289	0.9986254101	0.9971727206
354	0.003507416954	0.9991730289	0.9986254101	0.9971727206
355	0.003507416954	0.9991730289	0.9986254101	0.9971727206
356	0.003507416954	0.9991730289	0.9986254101	0.9971727206
357	0.003507416954	0.9991730289	0.9986254101	0.9971727206
358	0.003507416954	0.9991730289	0.9986254101	0.9971727206
359	0.003507416954	0.9991730289	0.9986254101	0.9971727206
360	0.003507416954	0.9991730289	0.9986254101	0.9971727206
361	0.003507416954	0.9991730289	0.9986254101	0.9971727206
362	0.003507416954	0.9991730289	0.9986254101	0.9971727206
363	0.003507416954	0.9991730289	0.9986254101	0.9971727206
364	0.003507416954	0.9991730289	0.9986254101	0.9971727206
365	0.003507416954	0.9991730289	0.9986254101	0.9971727206
366	0.003507416954	0.9991730289	0.9986254101	0.9971727206
367	0.003507416954	0.9991730289	0.9986254101	0.9971727206
368	0.003507416954	0.9991730289	0.9986254101	0.9971727206
369	0.003507416954	0.9991730289	0.9986254101	0.9971727206
370	0.003507416954	0.9991730289	0.9986254101	0.9971727206
371	0.003507416954	0.9991730289	0.9986254101	0.9971727206
372	0.003507416954	0.9991730289	0.9986254101	0.9971727206
373	0.003507416954	0.9991730289	0.9986254101	0.9971727206
374	0.003507416954	0.9991730289	0.9986254101	0.9971727206
375	0.003507416954	0.9991730289	0.9986254101	0.9971727206
376	0.003507416954	0.9991730289	0.9986254101	0.9971727206
377	0.003507416954	0.9991730289	0.9986254101	0.9971727206
378	0.003507416954	0.9991730289	0.9986254101	0.9971727206
379	0.003507416954	0.9991730289	0.9986254101	0.9971727206
380	0.003507416954	0.9991730289	0.9986254101	0.9971727206
381	0.003507416954	0.9991730289	0.9986254101	0.9971727206
382	0.003507416954	0.9991730289	0.9986254101	0.9971727206
383	0.003507416954	0.9991730289	0.9986254101	0.9971727206
384	0.003507416954	0.9991730289	0.9986254101	0.9971727206
385	0.003507416954	0.9991730289	0.9986254101	0.9971727206
386	0.003507416954	0.9991730289	0.9986254101	0.9971727206
387	0.003507416954	0.9991730289	0.9986254101	0.9971727206
388	0.003507416954	0.9991730289	0.9986254101	0.9971727206
389	0.003507416954	0.9991730289	0.9986254101	0.9971727206
390	0.003507416954	0.9991730289	0.9986254101	0.9971727206
391	0.003507416954	0.9991730289	0.9986254101	0.9971727206
392	0.003507416954	0.9991730289	0.9986254101	0.9971727206
393	0.003507416954	0.9991730289	0.9986254101	0.9971727206
394	0.003507416954	0.9991730289	0.9986254101	0.9971727206
395	0.003507416954	0.9991730289	0.9986254101	0.9971727206
396	0.003507416954	0.9991730289	0.9986254101	0.9971727206
397	0.003507416954	0.9991730289	0.9986254101	0.9971727206
398	0.003507416954	0.9991730289	0.9986254101	0.9971727206
399	0.003507416954	0.9991730289	0.9986254101	0.9971727206
400	0.003507416954	0.9991730289	0.9986254101	0.9971727206
401	0.003507416954	0.9991730289	0.9986254101	0.9971727206
402	0.003507416954	0.9991730289	0.9986254101	0.9971727206
403	0.003507416954	0.9991730289	0.9986254101	0.9971727206
404	0.003507416954	0.9991730289	0.9986254101	0.9971727206
405	0.003507416954	0.9991730289	0.9986254101	0.9971727206
406	0.003507416954	0.9991730289	0.9986254101	0.9971727206
407	0.003507416954	0.9991730289	0.9986254101	0.9971727206
408	0.003507416954	0.9991730289	0.9986254101	0.9971727206
409	0.003507416954	0.9991730289	0.9986254101	0.9971727206
410	0.003507416954	0.9991730289	0.9986254101	0.9971727206
411	0.003507416954	0.9991730289	0.9986254101	0.9971727206
412	0.003507416954	0.9991730289	0.9986254101	0.9971727206
413	0.003507416954	0.9991730289	0.9986254101	0.9971727206
414	0.003507416954	0.9991730289	0.9986254101	0.9971727206
415	0.003507416954	0.9991730289	0.9986254101	0.9971727206
416	0.003507416954	0.9991730289	0.9986254101	0.9971727206
417	0.003507416954	0.9991730289	0.9986254101	0.9971727206
418	0.003507416954	0.9991730289	0.9986254101	0.9971727206
419	0.003507416954	0.9991730289	0.9986254101	0.9971727206
420	0.003507416954	0.9991730289	0.9986254101	0.9971727206
421	0.003507416954	0.9991730289	0.9986254101	0.9971727206
422	0.003507416954	0.9991730289	0.9986254101	0.9971727206
423	0.003507416954	0.9991730289	0.9986254101	0.9971727206
424	0.003507416954	0.9991730289	0.9986254101	0.9971727206
425	0.003507416954	0.9991730289	0.9986254101	0.9971727206
426	0.003507416954	0.9991730289	0.9986254101	0.9971727206
427	0.003507416954	0.9991730289	0.9986254101	0.9971727206
428	0.003507416954	0.9991730289	0.9986254101	0.9971727206
429	0.003507416954	0.9991730289	0.9986254101	0.9971727206
430	0.003507416954	0.9991730289	0.9986254101	0.9971727206
431	0.003507416954	0.9991730289	0.9986254101	0.9971727206
432	0.003507416954	0.9991730289	0.9986254101	0.9971727206
433	0.003507416954	0.9991730289	0.9986254101	0.9971727206
434	0.003507416954	0.9991730289	0.9986254101	0.9971727206
435	0.003507416954	0.9991730289	0.9986254101	0.9971727206
436	0.003507416954	0.9991730289	0.9986254101	0.9971727206
437	0.003507416954	0.9991730289	0.9986254101	0.9971727206
438	0.003507416954	0.9991730289	0.9986254101	0.9971727206
439	0.003507416954	0.9991730289	0.9986254101	0.9971727206
440	0.003507416954	0.9991730289	0.9986254101	0.9971727206
441	0.003507416954	0.9991730289	0.9986254101	0.9971727206
442	0.003507416954	0.9991730289	0.9986254101	0.9971727206
443	0.003507416954	0.9991730289	0.9986254101	0.9971727206
444	0.003507416954	0.9991730289	0.9986254101	0.9971727206
445	0.003507416954	0.9991730289	0.9986254101	0.9971727206
446	0.003507416954	0.9991730289	0.9986254101	0.9971727206
